shipment_id,order_id,warehouse_city,delivery_city,shipping_method,dispatch_date,expected_delivery_date,actual_delivery_date,delivery_days,delivery_status,delayed_flag
SHIP1000206,ORD1000239,Chennai,Chennai,Economy/Surface,2025-06-18,2025-06-26,2025-06-27,9.0,Delivered,1
SHIP1000207,ORD1000240,Mumbai,Nagpur,Same-Day,2023-05-21,2023-05-21,2023-05-24,3.0,Delivered,1
SHIP1000208,ORD1000241,Ahmedabad,Vadodara,Economy/Surface,2025-09-08,2025-09-16,2025-09-18,10.0,Delivered,1
SHIP1000209,ORD1000242,Chennai,Thiruvananthapuram,Standard,2024-06-07,2024-06-11,2024-06-11,4.0,Delivered,0
SHIP1000210,ORD1000243,Delhi-NCR (Gurugram),Amritsar,Standard,2025-08-10,2025-08-14,2025-08-15,5.0,Delivered,1
SHIP1000211,ORD1000244,Kolkata,Howrah,Economy/Surface,2025-01-17,2025-01-25,2025-01-26,9.0,Delivered,1
SHIP1000212,ORD1000245,Delhi-NCR (Gurugram),Kanpur,Economy/Surface,2024-02-29,2024-03-08,2024-03-07,7.0,Delivered,0
SHIP1000213,ORD1000247,Ahmedabad,Ahmedabad,Express,2023-02-01,2023-02-03,2023-02-03,2.0,Delivered,0
SHIP1000214,ORD1000248,Kolkata,Patna,Same-Day,2025-08-24,2025-08-24,2025-08-25,1.0,Delivered,1
SHIP1000215,ORD1000249,Ahmedabad,Vadodara,Express,2025-05-25,2025-05-27,2025-05-28,3.0,Delivered,1
SHIP1000216,ORD1000250,Delhi-NCR (Gurugram),New Delhi,Express,2024-11-16,2024-11-18,2024-11-18,2.0,Delivered,0
SHIP1000217,ORD1000251,Delhi-NCR (Gurugram),Lucknow,Express,2025-10-24,2025-10-26,2025-10-27,3.0,Delivered,1
SHIP1000218,ORD1000252,Mumbai,Mumbai,Express,2025-06-13,2025-06-15,2025-06-16,3.0,Delivered,1
SHIP1000219,ORD1000253,Mumbai,Mumbai,Standard,2023-07-19,2023-07-23,2023-07-24,5.0,Delivered,1
SHIP1000220,ORD1000254,Bengaluru,Bengaluru,Express,2025-10-27,2025-10-29,2025-10-29,2.0,Delivered,0
SHIP1000221,ORD1000255,Bengaluru,Mysuru,Standard,2025-12-28,2025-12-31,2025-12-31,5.0,Delivered,0
SHIP1000222,ORD1000256,Ahmedabad,Jaipur,Same-Day,2023-06-10,2023-06-10,2023-06-10,0.0,Delivered,0
SHIP1000223,ORD1000257,Mumbai,Pune,Standard,2024-01-31,2024-02-04,2024-02-05,5.0,Delivered,1
SHIP1000224,ORD1000259,Mumbai,Mumbai,Economy/Surface,2025-01-23,2025-01-31,2025-02-02,10.0,Delivered,1
SHIP1000225,ORD1000260,Bengaluru,Mysuru,Express,2025-12-01,2025-12-03,2025-12-04,3.0,Delivered,1
SHIP1000226,ORD1000262,Bengaluru,Bengaluru,Economy/Surface,2025-08-02,2025-08-10,2025-08-10,8.0,Delivered,0
SHIP1000227,ORD1000264,Mumbai,Nagpur,Standard,2025-12-28,2025-12-31,2025-12-31,6.0,Delivered,0
SHIP1000228,ORD1000265,Bengaluru,Mysuru,Express,2024-06-18,2024-06-20,2024-06-21,3.0,Delivered,1
SHIP1000229,ORD1000266,Ahmedabad,Ahmedabad,Express,2025-09-03,2025-09-05,2025-09-05,2.0,Delivered,0
SHIP1000230,ORD1000267,Kolkata,Kolkata,Express,2024-06-15,2024-06-17,2024-06-16,1.0,Delivered,0
SHIP1000231,ORD1000268,Delhi-NCR (Gurugram),New Delhi,Standard,2023-11-11,2023-11-15,2023-11-17,6.0,Delivered,1
SHIP1000232,ORD1000269,Kolkata,Patna,Next-Day,2024-02-17,2024-02-19,2024-02-22,5.0,Delivered,1
SHIP1000233,ORD1000270,Delhi-NCR (Gurugram),New Delhi,Standard,2025-11-22,2025-11-26,2025-11-26,4.0,Delivered,0
SHIP1000234,ORD1000271,Delhi-NCR (Gurugram),Amritsar,Standard,2024-07-29,2024-08-02,2024-08-04,6.0,Delivered,1
SHIP1000235,ORD1000272,Ahmedabad,Ahmedabad,Same-Day,2023-09-23,2023-09-23,2023-09-23,0.0,Delivered,0
SHIP1000236,ORD1000273,Ahmedabad,Jodhpur,Express,2023-04-20,2023-04-22,2023-04-21,1.0,Delivered,0
SHIP1000237,ORD1000274,Bengaluru,Bengaluru,Standard,2025-06-10,2025-06-14,2025-06-16,6.0,Delivered,1
SHIP1000238,ORD1000275,Delhi-NCR (Gurugram),Noida,Standard,2024-01-13,2024-01-17,2024-01-18,5.0,Delivered,1
SHIP1000239,ORD1000276,Chennai,Coimbatore,Economy/Surface,2025-01-22,2025-01-30,2025-02-01,10.0,Delivered,1
SHIP1000240,ORD1000277,Mumbai,Nagpur,Standard,2025-09-13,2025-09-17,2025-09-17,4.0,Delivered,0
SHIP1000241,ORD1000279,Kolkata,Patna,Express,2023-07-10,2023-07-12,2023-07-12,2.0,Delivered then Returned,0
SHIP1000242,ORD1000280,Delhi-NCR (Gurugram),New Delhi,Express,2025-03-28,2025-03-30,2025-03-30,2.0,Delivered,0
SHIP1000243,ORD1000281,Delhi-NCR (Gurugram),Amritsar,Standard,2024-02-25,2024-02-29,2024-03-02,6.0,Delivered,1
SHIP1000244,ORD1000282,Mumbai,Indore,Standard,2023-07-02,2023-07-06,2023-07-08,6.0,Delivered then Returned,1
SHIP1000245,ORD1000283,Mumbai,Pune,Standard,2023-05-27,2023-05-31,2023-06-02,6.0,Delivered,1
SHIP1000246,ORD1000284,Delhi-NCR (Gurugram),Lucknow,Same-Day,2025-05-15,2025-05-15,2025-05-15,0.0,Delivered,0
SHIP1000247,ORD1000285,Bengaluru,Bengaluru,Standard,2023-03-03,2023-03-07,2023-03-06,3.0,Delivered,0
SHIP1000248,ORD1000286,Mumbai,Pune,Express,2023-11-29,2023-12-01,2023-12-01,2.0,Delivered,0
SHIP1000249,ORD1000287,Delhi-NCR (Gurugram),Faridabad,Express,2024-06-19,2024-06-21,2024-06-22,3.0,Delivered,1
SHIP1000250,ORD1000288,Bengaluru,Bengaluru,Economy/Surface,2023-11-08,2023-11-16,2023-11-16,8.0,Delivered,0
SHIP1000251,ORD1000290,Hyderabad,Warangal,Express,2025-04-06,2025-04-08,2025-04-09,3.0,Delivered,1
SHIP1000252,ORD1000291,Hyderabad,Visakhapatnam,Standard,2025-08-26,2025-08-30,2025-08-31,5.0,Delivered,1
SHIP1000253,ORD1000292,Delhi-NCR (Gurugram),Kanpur,Express,2024-09-01,2024-09-03,2024-09-03,2.0,Delivered,0
SHIP1000254,ORD1000293,Mumbai,Nagpur,Standard,2025-04-21,2025-04-25,2025-04-25,4.0,Delivered,0
SHIP1000255,ORD1000294,Hyderabad,Hyderabad,Express,2025-04-11,2025-04-13,2025-04-12,1.0,Delivered,0
SHIP1000256,ORD1000295,Bengaluru,Mysuru,Standard,2024-04-29,2024-05-03,2024-05-03,4.0,Delivered,0
SHIP1000257,ORD1000296,Mumbai,Bhopal,Standard,2023-10-26,2023-10-30,2023-10-29,3.0,Delivered,0
SHIP1000258,ORD1000298,Chennai,Coimbatore,Standard,2025-12-22,2025-12-26,2025-12-30,8.0,Delivered,1
SHIP1000259,ORD1000299,Mumbai,Indore,Standard,2023-05-21,2023-05-25,2023-05-25,4.0,Delivered,0
SHIP1000260,ORD1000300,Delhi-NCR (Gurugram),New Delhi,Economy/Surface,2024-10-30,2024-11-07,2024-11-09,10.0,Delivered then Returned,1
SHIP1000261,ORD1000302,Ahmedabad,Jaipur,Express,2023-04-05,2023-04-07,2023-04-06,1.0,Delivered,0
SHIP1000262,ORD1000303,Mumbai,Mumbai,Express,2023-11-05,2023-11-07,2023-11-06,1.0,Delivered,0
SHIP1000263,ORD1000304,Hyderabad,Hyderabad,Express,2025-10-20,2025-10-22,2025-10-22,2.0,Delivered,0
SHIP1000264,ORD1000305,Ahmedabad,Ahmedabad,Standard,2025-01-19,2025-01-23,2025-01-23,4.0,Delivered,0
SHIP1000265,ORD1000306,Hyderabad,Hyderabad,Standard,2023-05-05,2023-05-09,2023-05-09,4.0,Delivered,0
SHIP1000266,ORD1000307,Chennai,Thiruvananthapuram,Express,2025-12-22,2025-12-24,2025-12-25,3.0,Delivered,1
SHIP1000267,ORD1000308,Hyderabad,Warangal,Express,2023-07-26,2023-07-28,2023-07-28,2.0,Delivered,0
SHIP1000268,ORD1000309,Hyderabad,Warangal,Standard,2023-02-01,2023-02-05,2023-02-07,6.0,Delivered,1
SHIP1000269,ORD1000310,Delhi-NCR (Gurugram),Lucknow,Express,2024-08-17,2024-08-19,2024-08-20,3.0,Delivered,1
SHIP1000270,ORD1000311,Mumbai,Mumbai,Same-Day,2025-06-30,2025-06-30,2025-07-01,1.0,Delivered,1
SHIP1000271,ORD1000313,Hyderabad,Vijayawada,Economy/Surface,2024-05-12,2024-05-20,2024-05-22,10.0,Delivered,1
SHIP1000272,ORD1000314,Ahmedabad,Jodhpur,Standard,2023-06-13,2023-06-17,2023-06-19,6.0,Delivered,1
SHIP1000273,ORD1000315,Ahmedabad,Vadodara,Standard,2023-06-30,2023-07-04,2023-07-06,6.0,Delivered,1
SHIP1000274,ORD1000316,Mumbai,Pune,Economy/Surface,2025-10-14,2025-10-22,2025-10-24,10.0,Delivered,1
SHIP1000275,ORD1000317,Ahmedabad,Surat,Standard,2024-11-28,2024-12-02,2024-12-03,5.0,Delivered then Returned,1
SHIP1000276,ORD1000318,Ahmedabad,Jodhpur,Standard,2025-12-08,2025-12-12,2025-12-12,4.0,Delivered,0
SHIP1000277,ORD1000320,Hyderabad,Warangal,Standard,2023-03-03,2023-03-07,2023-03-07,4.0,Delivered then Returned,0
SHIP1000278,ORD1000321,Delhi-NCR (Gurugram),Amritsar,Economy/Surface,2025-03-03,2025-03-11,2025-03-08,5.0,Delivered,0
SHIP1000279,ORD1000322,Delhi-NCR (Gurugram),Faridabad,Express,2024-06-08,2024-06-10,2024-06-10,2.0,Delivered,0
SHIP1000280,ORD1000323,Ahmedabad,Jodhpur,Express,2025-12-02,2025-12-04,2025-12-05,3.0,Delivered,1
SHIP1000281,ORD1000324,Bengaluru,Mysuru,Next-Day,2025-01-28,2025-01-30,2025-01-30,2.0,Delivered,0
SHIP1000282,ORD1000326,Ahmedabad,Vadodara,Standard,2025-09-12,2025-09-16,2025-09-19,7.0,Delivered,1
SHIP1000283,ORD1000327,Hyderabad,Visakhapatnam,Standard,2025-11-10,2025-11-14,2025-11-13,3.0,Delivered,0
SHIP1000284,ORD1000328,Mumbai,Pune,Next-Day,2023-04-23,2023-04-25,2023-04-24,1.0,Delivered,0
SHIP1000285,ORD1000329,Hyderabad,Warangal,Next-Day,2025-07-12,2025-07-14,2025-07-13,1.0,Delivered,0
SHIP1000286,ORD1000330,Chennai,Coimbatore,Standard,2025-10-01,2025-10-05,2025-10-06,5.0,Delivered,1
SHIP1000287,ORD1000331,Mumbai,Indore,Standard,2025-11-10,2025-11-14,2025-11-15,5.0,Delivered then Returned,1
SHIP1000288,ORD1000332,Delhi-NCR (Gurugram),Noida,Standard,2024-04-13,2024-04-17,2024-04-18,5.0,Delivered,1
SHIP1000289,ORD1000333,Delhi-NCR (Gurugram),Faridabad,Economy/Surface,2025-12-08,2025-12-16,2025-12-15,7.0,Delivered then Returned,0
SHIP1000290,ORD1000334,Mumbai,Indore,Economy/Surface,2025-10-31,2025-11-08,2025-11-07,7.0,Delivered,0
SHIP1000291,ORD1000335,Ahmedabad,Surat,Standard,2023-06-04,2023-06-08,2023-06-10,6.0,Delivered,1
SHIP1000292,ORD1000336,Hyderabad,Warangal,Express,2025-06-08,2025-06-10,2025-06-09,1.0,Delivered,0
SHIP1000293,ORD1000337,Delhi-NCR (Gurugram),Faridabad,Express,2025-03-11,2025-03-13,2025-03-14,3.0,Delivered,1
SHIP1000294,ORD1000338,Delhi-NCR (Gurugram),Gurugram,Next-Day,2024-07-12,2024-07-14,2024-07-14,2.0,Delivered,0
SHIP1000295,ORD1000339,Ahmedabad,Vadodara,Next-Day,2025-11-04,2025-11-06,2025-11-10,6.0,Delivered,1
SHIP1000296,ORD1000341,Mumbai,Pune,Standard,2023-06-28,2023-07-02,2023-07-01,3.0,Delivered,0
SHIP1000297,ORD1000342,Delhi-NCR (Gurugram),New Delhi,Standard,2023-06-13,2023-06-17,2023-06-19,6.0,Delivered,1
SHIP1000298,ORD1000343,Delhi-NCR (Gurugram),Ludhiana,Same-Day,2025-11-20,2025-11-20,2025-11-21,1.0,Delivered,1
SHIP1000299,ORD1000344,Delhi-NCR (Gurugram),Ludhiana,Standard,2025-12-24,2025-12-28,2025-12-31,8.0,Delivered,1
SHIP1000300,ORD1000345,Chennai,Chennai,Next-Day,2023-11-18,2023-11-20,2023-11-19,1.0,Delivered,0
SHIP1000301,ORD1000346,Bengaluru,Mysuru,Economy/Surface,2025-11-27,2025-12-05,2025-12-07,10.0,Delivered,1
SHIP1000302,ORD1000347,Delhi-NCR (Gurugram),Gurugram,Standard,2023-05-07,2023-05-11,2023-05-12,5.0,Delivered then Returned,1
SHIP1000303,ORD1000348,Mumbai,Nagpur,Next-Day,2023-12-04,2023-12-06,2023-12-09,5.0,Delivered,1
SHIP1000304,ORD1000349,Delhi-NCR (Gurugram),Kanpur,Express,2025-02-11,2025-02-13,2025-02-14,3.0,Delivered,1
SHIP1000305,ORD1000350,Delhi-NCR (Gurugram),Kanpur,Express,2024-12-29,2024-12-31,2025-01-01,3.0,Delivered,1
SHIP1000306,ORD1000351,Bengaluru,Mysuru,Express,2025-02-21,2025-02-23,2025-02-24,3.0,Delivered,1
SHIP1000307,ORD1000352,Delhi-NCR (Gurugram),Gurugram,Standard,2025-02-24,2025-02-28,2025-02-28,4.0,Delivered,0
SHIP1000308,ORD1000353,Chennai,Chennai,Standard,2023-11-26,2023-11-30,2023-11-30,4.0,Delivered,0
SHIP1000309,ORD1000354,Bengaluru,Mysuru,Express,2025-10-26,2025-10-28,2025-10-29,3.0,Delivered,1
SHIP1000310,ORD1000355,Mumbai,Pune,Standard,2025-05-21,2025-05-25,2025-05-27,6.0,Delivered,1
SHIP1000311,ORD1000356,Delhi-NCR (Gurugram),Lucknow,Standard,2023-11-05,2023-11-09,2023-11-11,6.0,Delivered,1
SHIP1000312,ORD1000357,Mumbai,Mumbai,Economy/Surface,2025-04-05,2025-04-13,2025-04-12,7.0,Delivered,0
SHIP1000313,ORD1000358,Ahmedabad,Surat,Express,2025-01-12,2025-01-14,2025-01-17,5.0,Delivered,1
SHIP1000314,ORD1000359,Delhi-NCR (Gurugram),Faridabad,Standard,2023-05-07,2023-05-11,2023-05-12,5.0,Delivered,1
SHIP1000315,ORD1000360,Chennai,Chennai,Standard,2025-10-15,2025-10-19,2025-10-18,3.0,Delivered,0
SHIP1000316,ORD1000361,Hyderabad,Warangal,Express,2025-03-25,2025-03-27,2025-03-26,1.0,Delivered,0
SHIP1000317,ORD1000363,Ahmedabad,Jaipur,Standard,2025-12-24,2025-12-28,2025-12-27,3.0,Delivered,0
SHIP1000318,ORD1000364,Delhi-NCR (Gurugram),Noida,Next-Day,2024-03-08,2024-03-10,2024-03-09,1.0,Delivered,0
SHIP1000319,ORD1000365,Delhi-NCR (Gurugram),New Delhi,Standard,2025-10-21,2025-10-25,2025-10-26,5.0,Delivered,1
SHIP1000320,ORD1000367,Ahmedabad,Surat,Economy/Surface,2025-11-29,2025-12-07,2025-12-08,9.0,Delivered,1
SHIP1000321,ORD1000368,Chennai,Coimbatore,Standard,2023-03-29,2023-04-02,2023-04-04,6.0,Delivered,1
SHIP1000322,ORD1000369,Ahmedabad,Jaipur,Economy/Surface,2023-08-06,2023-08-14,2023-08-16,10.0,Delivered,1
SHIP1000323,ORD1000370,Bengaluru,Mysuru,Express,2024-11-03,2024-11-05,2024-11-04,1.0,Delivered then Returned,0
SHIP1000324,ORD1000371,Ahmedabad,Ahmedabad,Standard,2024-08-04,2024-08-08,2024-08-10,6.0,Delivered,1
SHIP1000325,ORD1000372,Delhi-NCR (Gurugram),Ludhiana,Next-Day,2025-05-14,2025-05-16,2025-05-16,2.0,Delivered,0
SHIP1000326,ORD1000373,Kolkata,Kolkata,Economy/Surface,2023-09-10,2023-09-18,2023-09-17,7.0,Delivered,0
SHIP1000327,ORD1000374,Mumbai,Mumbai,Standard,2025-05-08,2025-05-12,2025-05-11,3.0,Delivered,0
SHIP1000328,ORD1000376,Mumbai,Mumbai,Economy/Surface,2025-08-31,2025-09-08,2025-09-08,8.0,Delivered,0
SHIP1000329,ORD1000377,Kolkata,Kolkata,Standard,2025-12-02,2025-12-06,2025-12-06,4.0,Delivered,0
SHIP1000330,ORD1000378,Mumbai,Mumbai,Express,2025-04-07,2025-04-09,2025-04-10,3.0,Delivered,1
SHIP1000331,ORD1000379,Hyderabad,Warangal,Standard,2025-10-30,2025-11-03,2025-11-02,3.0,Delivered,0
SHIP1000332,ORD1000380,Delhi-NCR (Gurugram),New Delhi,Economy/Surface,2024-09-13,2024-09-21,2024-09-20,7.0,Delivered,0
SHIP1000333,ORD1000381,Chennai,Thiruvananthapuram,Standard,2024-09-22,2024-09-26,2024-10-01,9.0,Delivered,1
SHIP1000334,ORD1000382,Mumbai,Mumbai,Express,2024-03-22,2024-03-24,2024-03-23,1.0,Delivered,0
SHIP1000335,ORD1000383,Ahmedabad,Jaipur,Economy/Surface,2024-02-29,2024-03-08,2024-03-09,9.0,Delivered,1
SHIP1000336,ORD1000384,Delhi-NCR (Gurugram),Gurugram,Economy/Surface,2024-08-25,2024-09-02,2024-09-05,11.0,Delivered,1
SHIP1000337,ORD1000386,Bengaluru,Bengaluru,Economy/Surface,2025-01-06,2025-01-14,2025-01-12,6.0,Delivered then Returned,0
SHIP1000338,ORD1000387,Hyderabad,Visakhapatnam,Standard,2023-04-15,2023-04-19,2023-04-19,4.0,Delivered,0
SHIP1000339,ORD1000388,Ahmedabad,Ahmedabad,Standard,2024-10-26,2024-10-30,2024-10-29,3.0,Delivered,0
SHIP1000340,ORD1000389,Hyderabad,Visakhapatnam,Economy/Surface,2025-11-17,2025-11-25,2025-11-23,6.0,Delivered,0
SHIP1000341,ORD1000390,Ahmedabad,Jaipur,Next-Day,2025-08-03,2025-08-05,2025-08-04,1.0,Delivered,0
SHIP1000342,ORD1000391,Mumbai,Indore,Standard,2024-04-12,2024-04-16,2024-04-17,5.0,Delivered,1
SHIP1000343,ORD1000393,Ahmedabad,Jaipur,Standard,2025-10-06,2025-10-10,2025-10-09,3.0,Delivered,0
SHIP1000344,ORD1000395,Delhi-NCR (Gurugram),Faridabad,Standard,2023-09-17,2023-09-21,2023-09-23,6.0,Delivered,1
SHIP1000345,ORD1000396,Mumbai,Pune,Next-Day,2025-07-12,2025-07-14,2025-07-14,2.0,Delivered,0
SHIP1000346,ORD1000397,Bengaluru,Mysuru,Standard,2024-09-01,2024-09-05,2024-09-05,4.0,Delivered,0
SHIP1000347,ORD1000398,Bengaluru,Bengaluru,Economy/Surface,2024-03-10,2024-03-18,2024-03-17,7.0,Delivered,0
SHIP1000348,ORD1000399,Ahmedabad,Ahmedabad,Standard,2023-11-02,2023-11-06,2023-11-07,5.0,Delivered,1
SHIP1000349,ORD1000400,Mumbai,Nagpur,Standard,2024-04-27,2024-05-01,2024-05-03,6.0,Delivered,1
SHIP1000350,ORD1000401,Delhi-NCR (Gurugram),Kanpur,Same-Day,2023-03-08,2023-03-08,2023-03-09,1.0,Delivered,1
SHIP1000351,ORD1000402,Chennai,Thiruvananthapuram,Standard,2025-10-25,2025-10-29,2025-10-29,4.0,Delivered,0
SHIP1000352,ORD1000403,Bengaluru,Bengaluru,Express,2025-10-13,2025-10-15,2025-10-16,3.0,Delivered,1
SHIP1000353,ORD1000404,Kolkata,Howrah,Same-Day,2023-09-01,2023-09-01,2023-09-01,0.0,Delivered,0
SHIP1000354,ORD1000405,Delhi-NCR (Gurugram),New Delhi,Express,2024-02-24,2024-02-26,2024-02-27,3.0,Delivered,1
SHIP1000355,ORD1000406,Hyderabad,Visakhapatnam,Standard,2023-04-16,2023-04-20,2023-04-20,4.0,Delivered,0
SHIP1000356,ORD1000407,Hyderabad,Warangal,Standard,2025-07-21,2025-07-25,2025-07-28,7.0,Delivered,1
SHIP1000357,ORD1000408,Delhi-NCR (Gurugram),Gurugram,Standard,2023-04-27,2023-05-01,,,Cancelled in Transit,0
SHIP1000358,ORD1000409,Delhi-NCR (Gurugram),Noida,Next-Day,2025-01-07,2025-01-09,2025-01-08,1.0,Delivered,0
SHIP1000359,ORD1000410,Mumbai,Bhopal,Express,2023-11-10,2023-11-12,2023-11-12,2.0,Delivered,0
SHIP1000360,ORD1000411,Chennai,Coimbatore,Standard,2025-11-05,2025-11-09,2025-11-09,4.0,Delivered,0
SHIP1000361,ORD1000413,Delhi-NCR (Gurugram),Noida,Standard,2023-07-03,2023-07-07,2023-07-08,5.0,Delivered,1
SHIP1000362,ORD1000414,Delhi-NCR (Gurugram),Faridabad,Next-Day,2024-02-01,2024-02-03,2024-02-02,1.0,Delivered,0
SHIP1000363,ORD1000415,Chennai,Coimbatore,Standard,2023-05-08,2023-05-12,2023-05-14,6.0,Delivered,1
SHIP1000364,ORD1000416,Chennai,Chennai,Standard,2025-04-05,2025-04-09,2025-04-10,5.0,Delivered,1
SHIP1000365,ORD1000417,Hyderabad,Visakhapatnam,Next-Day,2024-02-04,2024-02-06,2024-02-05,1.0,Delivered,0
SHIP1000366,ORD1000418,Bengaluru,Mysuru,Express,2025-01-26,2025-01-28,2025-01-28,2.0,Delivered then Returned,0
SHIP1000367,ORD1000419,Ahmedabad,Jodhpur,Economy/Surface,2023-07-15,2023-07-23,2023-07-23,8.0,Delivered,0
SHIP1000368,ORD1000420,Hyderabad,Hyderabad,Express,2025-10-06,2025-10-08,2025-10-09,3.0,Delivered,1
SHIP1000369,ORD1000421,Bengaluru,Bengaluru,Same-Day,2023-03-09,2023-03-09,2023-03-10,1.0,Delivered,1
SHIP1000370,ORD1000423,Ahmedabad,Surat,Economy/Surface,2025-02-23,2025-03-03,2025-02-28,5.0,Delivered,0
SHIP1000371,ORD1000424,Kolkata,Howrah,Express,2023-12-30,2024-01-01,2024-01-01,2.0,Delivered,0
SHIP1000372,ORD1000425,Mumbai,Nagpur,Express,2025-09-21,2025-09-23,2025-09-23,2.0,Delivered,0
SHIP1000373,ORD1000426,Ahmedabad,Vadodara,Express,2023-08-08,2023-08-10,2023-08-09,1.0,Delivered,0
SHIP1000374,ORD1000427,Chennai,Thiruvananthapuram,Express,2025-12-09,2025-12-11,2025-12-11,2.0,Delivered,0
SHIP1000375,ORD1000428,Hyderabad,Warangal,Economy/Surface,2023-07-18,2023-07-26,2023-07-26,8.0,Delivered,0
SHIP1000376,ORD1000430,Kolkata,Howrah,Same-Day,2024-03-16,2024-03-16,2024-03-16,0.0,Delivered,0
SHIP1000377,ORD1000431,Ahmedabad,Vadodara,Economy/Surface,2025-11-17,2025-11-25,2025-11-27,10.0,Delivered,1
SHIP1000378,ORD1000432,Chennai,Kochi,Standard,2025-12-01,2025-12-05,2025-12-05,4.0,Delivered,0
SHIP1000379,ORD1000433,Mumbai,Mumbai,Express,2024-05-20,2024-05-22,2024-05-21,1.0,Delivered,0
SHIP1000380,ORD1000435,Delhi-NCR (Gurugram),Lucknow,Express,2025-12-12,2025-12-14,2025-12-15,3.0,Delivered,1
SHIP1000381,ORD1000436,Kolkata,Howrah,Standard,2025-08-22,2025-08-26,2025-08-28,6.0,Delivered,1
SHIP1000382,ORD1000437,Kolkata,Patna,Economy/Surface,2025-09-12,2025-09-20,2025-09-17,5.0,Delivered,0
SHIP1000383,ORD1000438,Mumbai,Pune,Standard,2025-06-14,2025-06-18,2025-06-17,3.0,Delivered,0
SHIP1000384,ORD1000439,Mumbai,Mumbai,Next-Day,2023-09-24,2023-09-26,2023-09-26,2.0,Delivered,0
SHIP1000385,ORD1000441,Ahmedabad,Vadodara,Economy/Surface,2025-04-11,2025-04-19,2025-04-19,8.0,Delivered,0
SHIP1000386,ORD1000442,Kolkata,Howrah,Economy/Surface,2025-07-30,2025-08-07,2025-08-06,7.0,Delivered,0
SHIP1000387,ORD1000443,Hyderabad,Warangal,Standard,2024-11-09,2024-11-13,2024-11-15,6.0,Delivered,1
SHIP1000388,ORD1000444,Ahmedabad,Surat,Express,2023-07-16,2023-07-18,2023-07-20,4.0,Delivered,1
SHIP1000389,ORD1000445,Mumbai,Pune,Standard,2024-03-04,2024-03-08,2024-03-09,5.0,Delivered,1
SHIP1000390,ORD1000446,Delhi-NCR (Gurugram),Kanpur,Economy/Surface,2024-06-23,2024-07-01,2024-07-01,8.0,Delivered,0
SHIP1000391,ORD1000447,Delhi-NCR (Gurugram),New Delhi,Next-Day,2024-08-07,2024-08-09,2024-08-09,2.0,Delivered,0
SHIP1000392,ORD1000448,Delhi-NCR (Gurugram),Noida,Next-Day,2025-12-25,2025-12-27,2025-12-29,4.0,Delivered,1
SHIP1000393,ORD1000449,Mumbai,Bhopal,Standard,2023-11-03,2023-11-07,2023-11-08,5.0,Delivered,1
SHIP1000394,ORD1000450,Mumbai,Indore,Standard,2024-10-24,2024-10-28,2024-10-30,6.0,Delivered,1
SHIP1000395,ORD1000452,Delhi-NCR (Gurugram),New Delhi,Express,2025-04-21,2025-04-23,2025-04-22,1.0,Delivered,0
SHIP1000396,ORD1000453,Delhi-NCR (Gurugram),New Delhi,Express,2025-12-26,2025-12-28,2025-12-29,3.0,Delivered,1
SHIP1000397,ORD1000454,Mumbai,Nagpur,Economy/Surface,2023-12-20,2023-12-28,2023-12-30,10.0,Delivered,1
SHIP1000398,ORD1000455,Chennai,Thiruvananthapuram,Express,2025-07-09,2025-07-11,2025-07-10,1.0,Delivered,0
SHIP1000399,ORD1000456,Delhi-NCR (Gurugram),Kanpur,Express,2023-08-10,2023-08-12,2023-08-12,2.0,Delivered,0
SHIP1000400,ORD1000457,Ahmedabad,Vadodara,Standard,2025-10-11,2025-10-15,2025-10-17,6.0,Delivered,1
SHIP1000401,ORD1000458,Delhi-NCR (Gurugram),Lucknow,Same-Day,2023-04-30,2023-04-30,2023-05-01,1.0,Delivered,1
SHIP1000402,ORD1000459,Mumbai,Mumbai,Economy/Surface,2024-01-13,2024-01-21,2024-01-22,9.0,Delivered,1
SHIP1000403,ORD1000460,Delhi-NCR (Gurugram),Noida,Economy/Surface,2024-04-30,2024-05-08,2024-05-10,10.0,Delivered,1
SHIP1000404,ORD1000461,Ahmedabad,Jodhpur,Next-Day,2024-02-29,2024-03-02,2024-03-04,4.0,Delivered,1
SHIP1000405,ORD1000462,Hyderabad,Visakhapatnam,Next-Day,2024-11-05,2024-11-07,2024-11-06,1.0,Delivered,0
SHIP1000406,ORD1000463,Mumbai,Nagpur,Next-Day,2025-11-20,2025-11-22,2025-11-22,2.0,Delivered,0
SHIP1000407,ORD1000464,Mumbai,Mumbai,Next-Day,2023-09-03,2023-09-05,,,Cancelled in Transit,0
SHIP1000408,ORD1000465,Mumbai,Pune,Express,2025-10-22,2025-10-24,2025-10-25,3.0,Delivered,1
SHIP1000409,ORD1000466,Hyderabad,Vijayawada,Standard,2025-07-30,2025-08-03,2025-08-04,5.0,Delivered,1
SHIP1000410,ORD1000467,Kolkata,Patna,Standard,2025-11-19,2025-11-23,2025-11-25,6.0,Delivered,1
SHIP1000411,ORD1000468,Delhi-NCR (Gurugram),Noida,Express,2024-06-26,2024-06-28,2024-07-02,6.0,Delivered,1
SHIP1000412,ORD1000469,Chennai,Chennai,Standard,2023-07-23,2023-07-27,2023-08-02,10.0,Delivered,1
SHIP1000413,ORD1000470,Ahmedabad,Surat,Express,2025-10-27,2025-10-29,2025-10-28,1.0,Delivered,0
SHIP1000414,ORD1000471,Kolkata,Patna,Standard,2023-12-17,2023-12-21,2023-12-22,5.0,Delivered,1
